InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
851747,SKU_1962,Blue Pen,7,2020-12-18 22:00,85.19,,France,0.23,Bank Transfer,26.82,Stationery,Online,Not Returned,UPS,Berlin,Low
394507,SKU_1201,Wireless Mouse,-7,2020-12-19 06:00,-28.17,,Netherlands,1.873209994619235,Bank Transfer,,Furniture,In-store,Not Returned,FedEx,,Medium
294824,SKU_1265,T-shirt,-41,2020-12-19 07:00,-88.34,,France,1.5583191774511131,Credit Card,,Stationery,Online,Not Returned,Royal Mail,,Medium
442553,SKU_1290,Wall Clock,25,2020-12-19 17:00,39.19,,Netherlands,0.43,paypall,28.24,Electronics,Online,Not Returned,FedEx,Paris,Medium
778960,SKU_1499,Backpack,26,2020-12-20 14:00,46.65,,Sweden,0.27,Credit Card,19.39,Electronics,Online,Returned,Royal Mail,Berlin,Medium
802214,SKU_1926,Notebook,-49,2020-12-20 21:00,1.72,,France,0.4,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Low
189353,SKU_1314,Notebook,1,2020-12-21 08:00,65.18,,Netherlands,0.16,Credit Card,24.08,Electronics,In-store,Returned,DHL,,High
731339,SKU_1223,Headphones,19,2020-12-22 20:00,18.49,,United Kingdom,0.01,paypall,20.11,Apparel,In-store,Not Returned,Royal Mail,,Low
827963,SKU_1761,Backpack,-34,2020-12-23 02:00,-92.5,,Netherlands,1.597708286974839,paypall,,Furniture,In-store,Not Returned,UPS,,Medium
892879,SKU_1224,Notebook,46,2020-12-23 10:00,92.52,,Germany,0.18,paypall,10.41,Stationery,In-store,Not Returned,Royal Mail,,High
321421,SKU_1039,Blue Pen,19,2020-12-24 04:00,18.99,,Belgium,0.03,paypall,25.87,Stationery,Online,Returned,DHL,London,Low
475348,SKU_1934,USB Cable,-42,2020-12-25 01:00,42.3,,Norway,0.06,paypall,,Accessories,In-store,Returned,FedEx,,High
733609,SKU_1005,Headphones,16,2020-12-26 07:00,61.92,,United Kingdom,0.06,paypall,7.26,Accessories,Online,Not Returned,DHL,,Medium
100363,SKU_1962,Desk Lamp,-36,2020-12-26 08:00,47.94,,Italy,0.09,Credit Card,,Apparel,Online,Not Returned,FedEx,,Medium
308606,SKU_1721,T-shirt,-26,2020-12-26 18:00,41.55,,Belgium,0.42,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,High
225865,SKU_1928,Backpack,-17,2020-12-26 23:00,-49.14,,Spain,1.1931885902462098,paypall,,Stationery,Online,Not Returned,Royal Mail,,Medium
894953,SKU_1773,Wall Clock,38,2020-12-27 11:00,37.47,,France,0.49,Bank Transfer,27.79,Apparel,In-store,Not Returned,DHL,Rome,Medium
700699,SKU_1719,White Mug,-50,2020-12-28 02:00,-65.63,,Italy,1.3049354226225516,Credit Card,,Accessories,In-store,Not Returned,DHL,,Medium
532184,SKU_1831,Wireless Mouse,1,2020-12-30 03:00,56.44,,Spain,0.22,Bank Transfer,24.79,Furniture,Online,Not Returned,Royal Mail,,Low
277169,SKU_1815,Wireless Mouse,36,2020-12-30 09:00,10.48,,France,0.16,paypall,25.89,Furniture,Online,Not Returned,DHL,Paris,Low
510616,SKU_1773,T-shirt,11,2020-12-30 19:00,78.29,,Belgium,0.41,Credit Card,21.72,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
546242,SKU_1041,Wall Clock,-48,2020-12-31 20:00,5.02,,Italy,0.49,Bank Transfer,,Accessories,In-store,Returned,DHL,,Medium
544503,SKU_1387,T-shirt,-29,2021-01-01 02:00,49.07,,Germany,0.25,paypall,,Electronics,In-store,Not Returned,UPS,,Low
525643,SKU_1222,Headphones,-48,2021-01-01 06:00,-16.11,,Portugal,0.28,Credit Card,,Electronics,Online,Not Returned,DHL,,Low
597873,SKU_1742,Wireless Mouse,48,2021-01-01 23:00,45.33,,Sweden,0.38,Bank Transfer,7.46,Furniture,In-store,Not Returned,DHL,Amsterdam,High
994230,SKU_1278,Headphones,-8,2021-01-02 04:00,62.7,,Netherlands,0.17,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Low
897653,SKU_1681,Blue Pen,-7,2021-01-03 12:00,-63.4,,Spain,1.2502103194167873,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Low
931769,SKU_1948,Wireless Mouse,36,2021-01-03 18:00,42.04,,Sweden,0.3,Credit Card,12.96,Apparel,In-store,Not Returned,FedEx,Berlin,High
815295,SKU_1135,White Mug,-44,2021-01-04 02:00,19.96,,Spain,0.26,Credit Card,,Accessories,Online,Not Returned,FedEx,,Medium
678921,SKU_1216,Headphones,-46,2021-01-04 13:00,-34.61,,United Kingdom,1.5197609448414386,Bank Transfer,,Stationery,In-store,Not Returned,FedEx,,Medium
117143,SKU_1669,Wall Clock,-3,2021-01-04 14:00,-8.1,,France,1.6300219725550331,paypall,,Furniture,Online,Not Returned,Royal Mail,,Low
544244,SKU_1952,Headphones,5,2021-01-05 00:00,31.62,,France,0.09,Credit Card,20.79,Electronics,In-store,Not Returned,UPS,London,Medium
244233,SKU_1339,USB Cable,-48,2021-01-06 00:00,-40.18,,United States,0.03,Bank Transfer,,Electronics,Online,Not Returned,UPS,,Medium
321439,SKU_1672,USB Cable,27,2021-01-06 05:00,78.64,,United Kingdom,0.16,Credit Card,24.57,Electronics,In-store,Not Returned,DHL,London,Medium
747364,SKU_1388,Headphones,43,2021-01-06 15:00,15.59,,Sweden,0.18,paypall,27.48,Apparel,Online,Not Returned,UPS,,Low
928457,SKU_1362,Desk Lamp,-34,2021-01-07 03:00,-34.12,,Portugal,1.3691901399458617,paypall,,Furniture,In-store,Not Returned,DHL,,Low
447236,SKU_1656,Wall Clock,-41,2021-01-07 12:00,-20.19,,Belgium,1.5459311397370834,Credit Card,,Accessories,In-store,Returned,DHL,,Low
302123,SKU_1033,Wall Clock,-15,2021-01-08 00:00,-52.19,,Portugal,1.3521036080574076,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Low
612214,SKU_1236,White Mug,-17,2021-01-08 09:00,-85.32,,Netherlands,0.14,Credit Card,,Stationery,Online,Not Returned,UPS,,Low
119403,SKU_1734,Wall Clock,15,2021-01-08 10:00,42.76,,Sweden,0.41,paypall,26.72,Apparel,In-store,Not Returned,UPS,Paris,Low
193246,SKU_1743,Wall Clock,-3,2021-01-08 19:00,-70.08,,Portugal,1.9721286070089952,Credit Card,,Furniture,Online,Not Returned,UPS,,Low
477082,SKU_1777,Backpack,-45,2021-01-09 18:00,-22.46,,Portugal,0.33,Credit Card,,Apparel,Online,Not Returned,UPS,,Medium
219975,SKU_1882,Office Chair,3,2021-01-10 22:00,22.96,,Portugal,0.17,Bank Transfer,13.94,Accessories,In-store,Not Returned,UPS,,Low
466378,SKU_1733,White Mug,15,2021-01-11 01:00,81.35,,Sweden,0.45,Bank Transfer,18.37,Accessories,In-store,Not Returned,DHL,Amsterdam,High
401763,SKU_1907,Office Chair,-42,2021-01-12 07:00,8.24,,Netherlands,0.23,Bank Transfer,,Furniture,In-store,Not Returned,UPS,,Low
689214,SKU_1920,Notebook,-36,2021-01-12 09:00,84.32,,Sweden,0.02,Credit Card,,Apparel,Online,Not Returned,DHL,,Medium
407124,SKU_1487,USB Cable,36,2021-01-12 13:00,17.45,,United Kingdom,0.46,paypall,20.31,Furniture,Online,Not Returned,UPS,,High
929590,SKU_1061,Wall Clock,-40,2021-01-12 16:00,-46.67,,Sweden,1.1763871118567424,paypall,,Accessories,In-store,Not Returned,DHL,,Medium
905855,SKU_1687,Notebook,-31,2021-01-13 21:00,-7.26,,Sweden,0.34,Credit Card,,Accessories,Online,Not Returned,UPS,,Low
572585,SKU_1129,Backpack,-27,2021-01-14 04:00,-87.75,,Sweden,0.0,Credit Card,,Electronics,Online,Not Returned,UPS,,Medium
414941,SKU_1099,Notebook,44,2021-01-14 22:00,7.03,,Sweden,0.46,Credit Card,15.25,Apparel,Online,Not Returned,DHL,,Medium
354043,SKU_1343,Office Chair,19,2021-01-16 02:00,69.56,,United States,0.08,paypall,20.06,Furniture,Online,Not Returned,Royal Mail,Amsterdam,Medium
158560,SKU_1004,Desk Lamp,-4,2021-01-16 21:00,31.73,,Portugal,0.19,Credit Card,,Furniture,Online,Not Returned,UPS,,Medium
250953,SKU_1235,USB Cable,-18,2021-01-16 23:00,-97.24,,United Kingdom,1.8813484450793003,Bank Transfer,,Electronics,Online,Not Returned,DHL,,Medium
328300,SKU_1043,Blue Pen,-13,2021-01-17 21:00,89.82,,Germany,0.19,Bank Transfer,,Apparel,Online,Not Returned,UPS,,High
976801,SKU_1506,Wall Clock,-18,2021-01-18 15:00,-96.68,,France,1.4346347823127337,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,High
296292,SKU_1879,Blue Pen,-24,2021-01-19 09:00,21.88,,Germany,0.13,paypall,,Electronics,Online,Returned,Royal Mail,,High
318168,SKU_1628,Blue Pen,-36,2021-01-19 18:00,-62.55,,Spain,1.7545486458699795,paypall,,Stationery,In-store,Not Returned,Royal Mail,,High
324866,SKU_1758,Desk Lamp,48,2021-01-20 02:00,7.27,,Sweden,0.48,Bank Transfer,24.53,Accessories,Online,Not Returned,UPS,Rome,Low
717736,SKU_1706,Backpack,-29,2021-01-20 06:00,6.46,,Italy,0.16,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Medium
413045,SKU_1547,Blue Pen,-18,2021-01-20 13:00,77.55,,United States,0.1,Bank Transfer,,Stationery,In-store,Not Returned,UPS,,High
160186,SKU_1235,Desk Lamp,40,2021-01-20 14:00,18.83,,Portugal,0.18,paypall,5.18,Electronics,In-store,Not Returned,DHL,Amsterdam,High
331226,SKU_1550,Wall Clock,-11,2021-01-21 02:00,-86.24,,Norway,1.237183942895572,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,High
555775,SKU_1321,Blue Pen,-37,2021-01-21 03:00,29.68,,United Kingdom,0.4,Bank Transfer,,Stationery,Online,Not Returned,DHL,,High
592508,SKU_1689,Headphones,-5,2021-01-21 18:00,81.2,,Australia,0.05,Credit Card,,Apparel,In-store,Not Returned,FedEx,,Low
298110,SKU_1064,Blue Pen,-45,2021-01-21 23:00,-41.46,,Portugal,0.38,paypall,,Stationery,Online,Not Returned,Royal Mail,,Medium
245338,SKU_1135,USB Cable,33,2021-01-22 05:00,65.84,,United States,0.21,Bank Transfer,20.63,Furniture,Online,Not Returned,Royal Mail,,High
413732,SKU_1819,Desk Lamp,-19,2021-01-22 15:00,-50.71,,Portugal,1.760831284105244,paypall,,Accessories,In-store,Returned,Royal Mail,,High
840045,SKU_1413,Wall Clock,43,2021-01-23 01:00,47.17,,Italy,0.19,Credit Card,13.06,Apparel,Online,Not Returned,DHL,London,High
974168,SKU_1352,Wireless Mouse,-21,2021-01-23 12:00,-73.9,,Sweden,1.8892831205235583,Credit Card,,Furniture,In-store,Not Returned,DHL,,Medium
715781,SKU_1251,Desk Lamp,13,2021-01-23 19:00,13.25,,Italy,0.0,paypall,23.4,Furniture,In-store,Not Returned,UPS,,Low
233114,SKU_1722,Desk Lamp,44,2021-01-24 13:00,12.21,,United States,0.38,Bank Transfer,5.38,Apparel,Online,Not Returned,Royal Mail,London,Low
657765,SKU_1875,Blue Pen,35,2021-01-24 18:00,91.28,,Australia,0.1,Credit Card,6.57,Apparel,In-store,Returned,UPS,,High
766980,SKU_1259,USB Cable,9,2021-01-25 07:00,49.78,,Spain,0.32,Credit Card,22.05,Furniture,In-store,Not Returned,FedEx,Paris,Medium
804133,SKU_1062,Blue Pen,-45,2021-01-26 05:00,66.25,,Australia,0.28,Bank Transfer,,Furniture,Online,Not Returned,Royal Mail,,High
538744,SKU_1776,Desk Lamp,20,2021-01-27 05:00,42.38,,United Kingdom,0.21,paypall,9.09,Furniture,Online,Not Returned,UPS,,Medium
201121,SKU_1485,Desk Lamp,28,2021-01-27 19:00,16.39,,United States,0.28,paypall,25.4,Electronics,In-store,Not Returned,DHL,London,High
461484,SKU_1710,Wireless Mouse,-2,2021-01-28 15:00,-70.84,,Norway,1.503961812960223,Bank Transfer,,Stationery,Online,Not Returned,FedEx,,High
682124,SKU_1071,T-shirt,-26,2021-01-28 19:00,28.74,,Italy,0.09,paypall,,Stationery,Online,Not Returned,DHL,,Low
369579,SKU_1488,Desk Lamp,-26,2021-01-28 20:00,-82.77,,Sweden,1.3454915007083907,paypall,,Accessories,Online,Not Returned,DHL,,High
758767,SKU_1586,T-shirt,-9,2021-01-29 03:00,-42.33,,Netherlands,0.23,Credit Card,,Apparel,Online,Not Returned,Royal Mail,,Low
858849,SKU_1424,Wall Clock,-2,2021-01-29 22:00,22.14,,France,0.04,paypall,,Furniture,Online,Not Returned,DHL,,Medium
628168,SKU_1020,Notebook,-3,2021-01-30 00:00,-71.7,,Sweden,0.26,Credit Card,,Electronics,Online,Not Returned,UPS,,Medium
568731,SKU_1044,Blue Pen,45,2021-01-30 21:00,19.87,,Spain,0.05,paypall,26.73,Stationery,In-store,Not Returned,FedEx,,Medium
648912,SKU_1838,Wireless Mouse,42,2021-01-31 02:00,93.77,,United States,0.37,Credit Card,15.62,Apparel,Online,Not Returned,DHL,,Low
132930,SKU_1923,Backpack,32,2021-02-01 04:00,73.8,,United States,0.37,paypall,16.83,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High
585725,SKU_1561,Notebook,-17,2021-02-01 08:00,-33.62,,Norway,0.48,Bank Transfer,,Accessories,In-store,Not Returned,FedEx,,Low
458234,SKU_1408,Backpack,-17,2021-02-01 21:00,-89.08,,Spain,0.05,Bank Transfer,,Furniture,Online,Not Returned,DHL,,High
681529,SKU_1894,Office Chair,-49,2021-02-02 01:00,50.64,,Portugal,0.25,Bank Transfer,,Electronics,In-store,Not Returned,DHL,,High
165030,SKU_1174,Headphones,-25,2021-02-02 03:00,43.52,,Norway,0.12,paypall,,Apparel,Online,Not Returned,FedEx,,Medium
205185,SKU_1102,Desk Lamp,14,2021-02-02 09:00,91.6,,France,0.16,Bank Transfer,17.9,Apparel,Online,Returned,Royal Mail,London,High
769113,SKU_1372,Desk Lamp,9,2021-02-03 08:00,64.84,,Spain,0.07,Bank Transfer,23.43,Electronics,Online,Not Returned,UPS,Rome,High
792289,SKU_1578,Wireless Mouse,-15,2021-02-03 16:00,45.02,,Sweden,0.24,paypall,,Accessories,Online,Not Returned,DHL,,Medium
638304,SKU_1753,T-shirt,44,2021-02-03 22:00,14.74,,Netherlands,0.41,paypall,14.6,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
467658,SKU_1706,Office Chair,23,2021-02-04 06:00,7.1,,United Kingdom,0.05,Credit Card,18.01,Accessories,In-store,Not Returned,FedEx,,High
816284,SKU_1960,Wall Clock,48,2021-02-04 13:00,65.21,,United Kingdom,0.27,paypall,15.18,Furniture,Online,Not Returned,FedEx,Paris,Low
493445,SKU_1512,Backpack,35,2021-02-04 20:00,79.54,,Belgium,0.26,Bank Transfer,27.07,Electronics,Online,Not Returned,FedEx,Berlin,Low
147779,SKU_1326,T-shirt,-8,2021-02-05 01:00,-1.18,,France,1.5776002025891476,Bank Transfer,,Apparel,In-store,Not Returned,Royal Mail,,Medium
955695,SKU_1447,Wall Clock,19,2021-02-05 23:00,97.59,,Germany,0.14,paypall,11.06,Accessories,Online,Not Returned,Royal Mail,,Low
212036,SKU_1296,Wireless Mouse,-46,2021-02-06 00:00,16.16,,Italy,0.37,paypall,,Accessories,Online,Not Returned,DHL,,High
371223,SKU_1135,Blue Pen,-50,2021-02-06 06:00,40.2,,Portugal,0.29,paypall,,Apparel,In-store,Not Returned,DHL,,High
422870,SKU_1898,T-shirt,-30,2021-02-06 08:00,3.91,,Australia,0.07,Credit Card,,Furniture,Online,Not Returned,Royal Mail,,Medium
373497,SKU_1529,Wall Clock,-39,2021-02-06 13:00,65.4,,Sweden,0.21,Credit Card,,Apparel,In-store,Not Returned,FedEx,,High
598095,SKU_1997,Wireless Mouse,-30,2021-02-08 13:00,-53.38,,Germany,1.3985111558525103,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Low
126572,SKU_1277,Backpack,27,2021-02-09 00:00,72.29,,United States,0.39,paypall,14.5,Electronics,Online,Not Returned,FedEx,,Low
899395,SKU_1572,Backpack,10,2021-02-09 13:00,98.28,,Italy,0.25,Bank Transfer,14.47,Stationery,Online,Not Returned,UPS,,Medium
181494,SKU_1271,T-shirt,22,2021-02-09 23:00,1.11,,Sweden,0.0,Credit Card,13.13,Accessories,Online,Not Returned,UPS,,High
844265,SKU_1771,Blue Pen,-7,2021-02-10 00:00,-10.13,,Norway,1.1187194321497145,paypall,,Furniture,Online,Not Returned,FedEx,,Medium
990752,SKU_1817,Headphones,23,2021-02-11 01:00,11.37,,Germany,0.3,Bank Transfer,29.21,Accessories,Online,Not Returned,DHL,,Medium
804463,SKU_1109,T-shirt,48,2021-02-11 22:00,94.06,,France,0.48,Bank Transfer,7.49,Apparel,Online,Not Returned,Royal Mail,,Low
659119,SKU_1396,Headphones,-27,2021-02-12 00:00,-27.86,,Spain,1.3659099070229224,Credit Card,,Accessories,In-store,Not Returned,UPS,,Medium
349402,SKU_1231,Desk Lamp,-37,2021-02-12 01:00,-78.52,,United Kingdom,1.5810578309312586,Credit Card,,Furniture,In-store,Not Returned,Royal Mail,,High
953262,SKU_1569,Blue Pen,28,2021-02-12 06:00,34.35,,Portugal,0.2,Bank Transfer,23.43,Electronics,Online,Returned,DHL,London,High
867754,SKU_1651,Headphones,-19,2021-02-12 09:00,-89.46,,Spain,1.2228467594446206,paypall,,Electronics,In-store,Not Returned,UPS,,Medium
685842,SKU_1237,Desk Lamp,-36,2021-02-12 12:00,18.83,,United Kingdom,0.28,Bank Transfer,,Accessories,In-store,Not Returned,Royal Mail,,High
951426,SKU_1911,Wireless Mouse,-2,2021-02-12 15:00,-49.54,,France,1.594635838293609,Bank Transfer,,Electronics,Online,Not Returned,UPS,,High
675648,SKU_1737,White Mug,4,2021-02-13 10:00,93.83,,Spain,0.0,Credit Card,16.95,Accessories,Online,Not Returned,FedEx,Amsterdam,High
247631,SKU_1127,Wall Clock,40,2021-02-13 12:00,68.0,,Belgium,0.4,Credit Card,22.1,Furniture,Online,Returned,FedEx,Rome,High
394478,SKU_1542,Wireless Mouse,21,2021-02-13 13:00,52.14,,Portugal,0.23,paypall,24.86,Stationery,In-store,Not Returned,UPS,Rome,Medium
336545,SKU_1852,Backpack,31,2021-02-13 14:00,60.11,,Sweden,0.1,Bank Transfer,17.85,Electronics,In-store,Not Returned,Royal Mail,Berlin,Medium
401111,SKU_1221,Desk Lamp,7,2021-02-14 05:00,56.59,,United Kingdom,0.3,paypall,27.06,Stationery,Online,Not Returned,UPS,Amsterdam,Low
212255,SKU_1432,Office Chair,23,2021-02-14 16:00,18.38,,France,0.29,Credit Card,25.96,Apparel,Online,Not Returned,UPS,,Low
793619,SKU_1478,Headphones,35,2021-02-14 21:00,24.86,,France,0.27,paypall,12.68,Apparel,In-store,Not Returned,FedEx,Paris,Low
549871,SKU_1556,Blue Pen,-3,2021-02-15 23:00,-52.57,,Portugal,0.42,paypall,,Accessories,Online,Not Returned,DHL,,High
792894,SKU_1922,USB Cable,48,2021-02-16 01:00,48.19,,Norway,0.39,Credit Card,11.53,Electronics,In-store,Not Returned,DHL,London,Medium
189743,SKU_1267,Wall Clock,11,2021-02-16 20:00,32.79,,Sweden,0.32,Credit Card,24.86,Apparel,In-store,Not Returned,DHL,Rome,Medium
189846,SKU_1163,Wall Clock,-44,2021-02-16 23:00,72.07,,Norway,0.39,Bank Transfer,,Electronics,Online,Not Returned,Royal Mail,,Medium
752192,SKU_1852,Wall Clock,-22,2021-02-17 13:00,53.66,,United States,0.27,Bank Transfer,,Apparel,Online,Not Returned,UPS,,Low
524632,SKU_1905,White Mug,-45,2021-02-17 19:00,-92.77,,Australia,1.929287672017604,paypall,,Accessories,In-store,Not Returned,UPS,,High
273084,SKU_1021,Headphones,-26,2021-02-17 20:00,-79.54,,Italy,1.952364023590526,Bank Transfer,,Accessories,Online,Not Returned,Royal Mail,,High
561261,SKU_1385,Notebook,31,2021-02-17 23:00,49.49,,Australia,0.3,Credit Card,29.74,Electronics,In-store,Not Returned,UPS,Amsterdam,High
879533,SKU_1459,Desk Lamp,11,2021-02-18 15:00,47.43,,Netherlands,0.45,paypall,13.25,Stationery,In-store,Not Returned,Royal Mail,Paris,Low
513757,SKU_1438,Headphones,-22,2021-02-18 19:00,64.77,,United Kingdom,0.25,Bank Transfer,,Stationery,In-store,Not Returned,DHL,,Low
223199,SKU_1862,Blue Pen,33,2021-02-18 21:00,19.01,,Sweden,0.09,Bank Transfer,14.22,Stationery,In-store,Not Returned,UPS,,High
129545,SKU_1329,Wireless Mouse,-27,2021-02-19 00:00,39.64,,France,0.17,Credit Card,,Apparel,Online,Returned,FedEx,,Medium
703857,SKU_1569,Office Chair,-27,2021-02-19 01:00,68.57,,Norway,0.19,Bank Transfer,,Stationery,Online,Not Returned,Royal Mail,,Medium
284100,SKU_1842,Notebook,-47,2021-02-19 16:00,-97.45,,Spain,1.9808715475250305,Credit Card,,Electronics,Online,Not Returned,DHL,,Medium
346301,SKU_1281,T-shirt,-42,2021-02-20 04:00,-95.8,,Netherlands,1.0115382178438588,Credit Card,,Accessories,Online,Not Returned,Royal Mail,,Low
292941,SKU_1089,Desk Lamp,36,2021-02-20 14:00,26.32,,Norway,0.1,Credit Card,23.13,Apparel,In-store,Not Returned,FedEx,,Low
838925,SKU_1283,Backpack,1,2021-02-21 08:00,69.17,,United Kingdom,0.1,Credit Card,6.93,Accessories,Online,Not Returned,Royal Mail,,High
347113,SKU_1504,Blue Pen,31,2021-02-21 12:00,73.99,,Sweden,0.15,Credit Card,16.67,Stationery,In-store,Not Returned,FedEx,London,Medium
508548,SKU_1491,Wall Clock,26,2021-02-21 18:00,66.11,,France,0.16,paypall,16.72,Furniture,Online,Not Returned,FedEx,Rome,Low
683526,SKU_1798,Office Chair,42,2021-02-22 18:00,28.11,,Italy,0.36,paypall,5.74,Accessories,In-store,Returned,DHL,,Medium
476295,SKU_1131,Blue Pen,44,2021-02-23 18:00,85.93,,Australia,0.22,Credit Card,26.3,Electronics,In-store,Not Returned,FedEx,,High
762222,SKU_1551,Blue Pen,-4,2021-02-23 23:00,-75.19,,Germany,1.9859612535096771,Credit Card,,Accessories,In-store,Not Returned,FedEx,,High
131826,SKU_1389,Wireless Mouse,-16,2021-02-24 09:00,52.89,,Australia,0.25,paypall,,Electronics,Online,Returned,Royal Mail,,High
696649,SKU_1274,White Mug,-13,2021-02-24 12:00,-19.46,,United Kingdom,1.2925658381406817,Bank Transfer,,Apparel,In-store,Not Returned,UPS,,Medium
791150,SKU_1248,Headphones,42,2021-02-25 11:00,94.36,,Spain,0.46,Credit Card,18.12,Electronics,In-store,Not Returned,UPS,Rome,Medium
506491,SKU_1606,Wall Clock,-5,2021-02-26 18:00,-57.41,,United Kingdom,1.7649023877901595,Bank Transfer,,Stationery,Online,Not Returned,DHL,,Medium
880237,SKU_1835,T-shirt,-5,2021-02-27 01:00,-3.58,,Belgium,0.5,Credit Card,,Accessories,In-store,Returned,DHL,,Low
195335,SKU_1638,Headphones,-23,2021-02-27 11:00,-28.15,,Germany,1.4946914022095188,Credit Card,,Electronics,Online,Not Returned,DHL,,Low
453153,SKU_1065,Wireless Mouse,45,2021-02-27 23:00,64.78,,Netherlands,0.01,paypall,11.81,Furniture,In-store,Not Returned,UPS,Berlin,Low
680305,SKU_1139,USB Cable,9,2021-03-01 02:00,61.49,,Portugal,0.4,paypall,11.97,Furniture,Online,Not Returned,DHL,,High
181199,SKU_1433,Backpack,34,2021-03-02 15:00,87.53,,Portugal,0.25,Credit Card,25.45,Furniture,Online,Not Returned,UPS,London,Medium
885216,SKU_1227,Wireless Mouse,29,2021-03-02 16:00,85.99,,Italy,0.5,paypall,14.38,Electronics,Online,Not Returned,DHL,,Low
199764,SKU_1614,Office Chair,46,2021-03-02 17:00,48.19,,Australia,0.27,Credit Card,23.36,Accessories,Online,Not Returned,UPS,Amsterdam,High
116939,SKU_1547,Office Chair,-35,2021-03-03 06:00,99.17,,Belgium,0.47,paypall,,Accessories,Online,Not Returned,Royal Mail,,High
367201,SKU_1780,Backpack,49,2021-03-03 15:00,69.04,,Spain,0.31,paypall,20.8,Apparel,In-store,Not Returned,UPS,,High
579498,SKU_1804,Blue Pen,22,2021-03-03 23:00,39.77,,Italy,0.28,paypall,15.01,Apparel,Online,Returned,UPS,,Low
548934,SKU_1324,Backpack,-50,2021-03-04 07:00,-18.45,,Netherlands,0.07,Bank Transfer,,Furniture,Online,Returned,UPS,,Low
961864,SKU_1016,T-shirt,15,2021-03-05 15:00,81.74,,Spain,0.36,Bank Transfer,9.24,Apparel,In-store,Not Returned,UPS,Berlin,Low
455933,SKU_1800,Desk Lamp,-34,2021-03-06 04:00,58.22,,France,0.21,paypall,,Electronics,Online,Not Returned,Royal Mail,,High
188780,SKU_1585,Wireless Mouse,-5,2021-03-07 03:00,14.06,,Germany,0.31,Credit Card,,Stationery,In-store,Not Returned,DHL,,Low
254591,SKU_1241,Backpack,-9,2021-03-07 21:00,-36.43,,United States,1.8352574184049608,Bank Transfer,,Accessories,Online,Not Returned,UPS,,Medium
150248,SKU_1150,Desk Lamp,33,2021-03-09 21:00,70.4,,Belgium,0.06,Credit Card,11.49,Electronics,In-store,Not Returned,FedEx,Paris,High
340346,SKU_1381,Notebook,1,2021-03-10 01:00,26.54,,Australia,0.33,Bank Transfer,7.36,Stationery,Online,Returned,FedEx,Rome,Low
